entry_time,exit_time,direction,entry,exit,pnl,signal_type,stop_price,holding_min,ctx_sig_bar_time,ctx_trigger_price,ctx_stop_base,ctx_atr,ctx_macd15_gap,ctx_ma60_slope,ctx_ret_20,ctx_range_20_atr,ctx_bi_idx,ctx_bi_type,ctx_bi_price,ctx_prev_bi_price,ctx_prev2_bi_price,ctx_pivot_zg,ctx_pivot_zd,ctx_pivot_age,ctx_entry_price,loss_mode
2025-07-02 10:06:00,2025-07-03 09:13:00,1,8378.0,8488.857142857143,110.85714285714312,3B,8488.857142857143,1387.0,2025-07-02 10:05:00,8376.0,8368.0,10.857142857142858,2.243844770313844,4.100000000000364,0.0016738402678144748,5.157894736842105,5,bottom,8368.0,8404.0,8328.0,8364.0,8328.0,1.0,8378.0,win
2025-07-03 09:13:00,2025-07-03 09:46:00,1,8494.0,8465.0,-29.0,3B,8465.0,33.0,2025-07-02 22:05:00,8474.0,8466.0,10.0,6.020790093881896,10.033333333332848,0.0042613636363635354,4.0,7,bottom,8466.0,8486.0,8368.0,8404.0,8368.0,1.0,8494.0,chase_stop
2025-07-03 13:36:00,2025-07-03 14:19:00,-1,8470.0,8483.0,-13.0,2S,8483.0,43.0,2025-07-03 13:35:00,8472.0,8482.0,11.428571428571429,-5.747786644738618,3.0,-0.0007080481472739875,2.4499999999999997,10,top,8482.0,8458.0,8518.0,8482.0,8466.0,0.0,8470.0,fast_stop
2025-07-03 22:21:00,2025-07-03 22:33:00,1,8524.0,8513.0,-11.0,3B,8513.0,12.0,2025-07-03 22:20:00,8522.0,8514.0,10.285714285714286,3.0159882872145403,2.400000000001455,0.00447901933050443,7.388888888888888,13,bottom,8514.0,8552.0,8472.0,8482.0,8472.0,1.0,8524.0,chase_stop
2025-07-04 22:16:00,2025-07-04 22:58:00,-1,8452.0,8467.0,-15.0,2S,8467.0,42.0,2025-07-04 22:15:00,8458.0,8466.0,9.0,-2.862115206976224,-5.133333333333212,-0.0016536735175998185,4.666666666666667,18,top,8466.0,8434.0,8474.0,8466.0,8448.0,0.0,8452.0,chase_stop
2025-07-07 10:11:00,2025-07-07 11:06:00,-1,8456.0,8467.0,-11.0,2S,8467.0,55.0,2025-07-07 10:10:00,8460.0,8466.0,14.857142857142858,-0.5766144166293188,-1.5333333333328483,0.0016583747927032544,4.576923076923077,20,top,8466.0,8436.0,8488.0,8466.0,8436.0,0.0,8456.0,chase_stop
2025-07-07 13:51:00,2025-07-08 15:00:00,1,8478.0,8626.857142857143,148.85714285714312,2B,8626.857142857143,1509.0,2025-07-07 13:50:00,8468.0,8460.0,12.857142857142858,2.786729340025645,0.36666666666678793,0.0021276595744681437,4.511111111111111,23,bottom,8460.0,8482.0,8424.0,8466.0,8460.0,0.0,8478.0,win
2025-07-08 15:00:00,2025-07-09 13:31:00,1,8630.0,8632.0,2.0,3B,8632.0,1351.0,2025-07-07 22:10:00,8496.0,8486.0,11.857142857142858,4.155181402391245,3.366666666666788,0.0021221410044800493,4.216867469879518,25,bottom,8486.0,8510.0,8460.0,8482.0,8460.0,1.0,8630.0,win
2025-07-09 13:31:00,2025-07-10 09:06:00,-1,8636.0,8612.0,24.0,2S,8611.857142857143,1175.0,2025-07-09 09:15:00,8650.0,8660.0,11.571428571428571,-2.832772476796791,10.5,0.0018552875695732052,4.493827160493828,28,top,8660.0,8608.0,8668.0,8660.0,8608.0,0.0,8636.0,win
2025-07-10 14:31:00,2025-07-10 21:01:00,1,8616.0,8594.0,-22.0,2B,8605.0,390.0,2025-07-10 14:30:00,8616.0,8606.0,14.142857142857142,2.1996763056848456,-0.5,0.0018613308515589289,4.666666666666667,37,bottom,8606.0,8650.0,8568.0,8614.0,8606.0,0.0,8616.0,slow_bleed
2025-07-10 22:46:00,2025-07-11 09:29:00,-1,8616.0,8629.0,-13.0,2S,8629.0,643.0,2025-07-10 22:45:00,8616.0,8628.0,10.142857142857142,-0.7057061110127982,1.3333333333321207,0.0034932463903121214,5.521126760563381,38,top,8628.0,8572.0,8650.0,8628.0,8572.0,0.0,8616.0,slow_bleed
2025-07-11 09:29:00,2025-07-11 11:10:00,1,8622.0,8709.714285714286,87.71428571428623,2B,8709.714285714286,101.0,2025-07-11 09:05:00,8610.0,8600.0,10.142857142857142,0.7910178336597511,3.1666666666678793,0.00419384902143527,5.521126760563381,39,bottom,8600.0,8628.0,8572.0,8628.0,8600.0,0.0,8622.0,win
2025-07-11 14:42:00,2025-07-11 21:05:00,-1,8668.0,8685.0,-17.0,2S,8685.0,383.0,2025-07-11 14:35:00,8668.0,8684.0,12.857142857142858,-0.008843824732473138,6.100000000000364,-0.008232334781614448,7.311111111111111,42,top,8684.0,8654.0,8774.0,8684.0,8654.0,0.0,8668.0,slow_bleed
2025-07-11 21:56:00,2025-07-11 22:22:00,-1,8660.0,8679.0,-19.0,2S,8679.0,26.0,2025-07-11 21:55:00,8664.0,8678.0,15.571428571428571,-4.594087329913991,4.399999999999636,0.0,3.2110091743119265,44,top,8678.0,8642.0,8684.0,8678.0,8654.0,0.0,8660.0,chase_stop
2025-07-14 09:51:00,2025-07-14 10:54:00,-1,8652.0,8671.0,-19.0,2S,8671.0,63.0,2025-07-14 09:50:00,8654.0,8670.0,17.428571428571427,-4.4381805315340905,-6.966666666665333,-0.0004622140050843937,4.245901639344263,46,top,8670.0,8618.0,8692.0,8670.0,8642.0,0.0,8652.0,stop
2025-07-14 14:21:00,2025-07-15 09:01:00,1,8706.0,8731.0,25.0,3B,8731.0,1120.0,2025-07-14 14:20:00,8702.0,8692.0,10.428571428571429,3.6740678805811937,3.0,0.006939625260235838,7.47945205479452,49,bottom,8692.0,8724.0,8640.0,8670.0,8640.0,1.0,8706.0,win
2025-07-15 09:56:00,2025-07-15 22:35:00,-1,8742.0,8678.714285714286,63.285714285713766,2S,8678.714285714286,759.0,2025-07-15 09:55:00,8746.0,8762.0,12.714285714285714,-1.7064352006970012,7.0,0.000457770656900891,3.617977528089888,52,top,8762.0,8716.0,8770.0,8762.0,8716.0,0.0,8742.0,win
2025-07-15 22:35:00,2025-07-16 09:01:00,-1,8678.0,8699.0,-21.0,3S,8699.0,626.0,2025-07-15 14:40:00,8688.0,8698.0,11.285714285714286,-7.992931202141236,-5.533333333332848,-0.0022999080036798514,3.012658227848101,54,top,8698.0,8668.0,8762.0,8762.0,8716.0,1.0,8678.0,slow_bleed
2025-07-16 11:11:00,2025-07-16 14:09:00,1,8714.0,8701.0,-13.0,3B,8701.0,178.0,2025-07-16 11:10:00,8710.0,8702.0,11.714285714285714,5.694419466299159,1.9666666666671517,-0.0013752005500802245,4.2682926829268295,57,bottom,8702.0,8748.0,8644.0,8698.0,8668.0,1.0,8714.0,stop
2025-07-16 22:11:00,2025-07-16 22:31:00,1,8726.0,8711.0,-15.0,2B,8711.0,20.0,2025-07-16 22:10:00,8724.0,8712.0,12.0,1.5522032471827787,3.5666666666675155,0.0016073478760045834,3.5,61,bottom,8712.0,8742.0,8698.0,8738.0,8712.0,0.0,8726.0,chase_stop
