entry_time,exit_time,direction,entry,exit,pnl,signal_type,stop_price,holding_min,ctx_sig_bar_time,ctx_trigger_price,ctx_stop_base,ctx_atr,ctx_macd15_gap,ctx_ma60_slope,ctx_ret_20,ctx_range_20_atr,ctx_bi_idx,ctx_bi_type,ctx_bi_price,ctx_prev_bi_price,ctx_prev2_bi_price,ctx_pivot_zg,ctx_pivot_zd,ctx_pivot_age,ctx_entry_price,loss_mode
2025-07-02 10:46:00,2025-07-03 09:13:00,1,8392.0,8488.857142857143,96.85714285714312,2B,8488.857142857143,1347.0,2025-07-02 10:45:00,8390.0,8376.0,10.0,1.7557966834597405,6.266666666666424,0.004548719176442395,5.6,5,bottom,8376.0,8404.0,8328.0,8382.0,8376.0,0.0,8392.0,win
2025-07-03 14:12:00,2025-07-03 14:19:00,-1,8474.0,8483.0,-9.0,2S,8483.0,7.0,2025-07-03 14:10:00,8476.0,8482.0,8.142857142857142,-5.675415193363566,1.7666666666664241,0.001180916391119613,3.43859649122807,8,top,8482.0,8458.0,8518.0,8482.0,8458.0,0.0,8474.0,chase_stop
2025-07-03 22:56:00,2025-07-04 09:17:00,1,8520.0,8504.0,-16.0,2B,8505.0,621.0,2025-07-03 22:55:00,8516.0,8506.0,7.714285714285714,1.4458273895652987,2.600000000000364,-0.0007038948850305315,5.962962962962963,9,bottom,8506.0,8552.0,8458.0,8518.0,8506.0,0.0,8520.0,slow_bleed
2025-07-04 22:16:00,2025-07-04 22:58:00,-1,8452.0,8467.0,-15.0,2S,8467.0,42.0,2025-07-04 22:15:00,8458.0,8466.0,9.0,-2.862115206976224,-5.133333333333212,-0.0016536735175998185,4.666666666666667,10,top,8466.0,8432.0,8552.0,8466.0,8458.0,0.0,8452.0,chase_stop
2025-07-08 22:32:00,2025-07-09 09:41:00,1,8616.0,8624.0,8.0,3B,8624.0,669.0,2025-07-08 22:30:00,8616.0,8608.0,10.0,0.9589142475212569,9.966666666667152,-0.00531300531300527,6.0,15,bottom,8608.0,8668.0,8478.0,8510.0,8478.0,1.0,8616.0,win
2025-07-09 10:41:00,2025-07-09 10:50:00,-1,8628.0,8647.0,-19.0,2S,8647.0,9.0,2025-07-09 10:40:00,8636.0,8646.0,9.0,-4.38538608615146,7.633333333333212,-0.0009263547938860306,4.444444444444445,16,top,8646.0,8608.0,8668.0,8646.0,8608.0,0.0,8628.0,chase_stop
2025-07-09 21:06:00,2025-07-10 09:06:00,-1,8626.0,8612.0,14.0,2S,8611.857142857143,720.0,2025-07-09 21:05:00,8644.0,8648.0,8.142857142857142,-3.9946645597293404,1.0333333333328483,-0.003696857670979714,5.4035087719298245,18,top,8648.0,8636.0,8662.0,8648.0,8636.0,0.0,8626.0,win
2025-07-10 14:58:00,2025-07-10 21:01:00,1,8616.0,8594.0,-22.0,2B,8605.0,363.0,2025-07-10 14:55:00,8616.0,8606.0,10.142857142857142,1.8270572594322165,1.6999999999989086,-0.00023207240659084416,6.507042253521127,21,bottom,8606.0,8650.0,8568.0,8648.0,8606.0,0.0,8616.0,slow_bleed
2025-07-11 21:56:00,2025-07-11 22:22:00,-1,8660.0,8679.0,-19.0,2S,8679.0,26.0,2025-07-11 21:55:00,8664.0,8678.0,15.571428571428571,-4.594087329913991,4.399999999999636,0.0,3.2110091743119265,24,top,8678.0,8642.0,8774.0,8678.0,8642.0,0.0,8660.0,chase_stop
2025-07-14 14:41:00,2025-07-15 09:01:00,1,8708.0,8731.0,23.0,3B,8731.0,1100.0,2025-07-14 14:40:00,8704.0,8696.0,10.571428571428571,3.8174637163315097,2.5666666666656965,0.003225806451612856,4.54054054054054,27,bottom,8696.0,8724.0,8630.0,8692.0,8642.0,1.0,8708.0,win
